,AdjClose,Close,Date,High,Low,Open,Volume
2542,"15,969.40","15,969.40","Dec 27, 2005","16,079.18","15,962.73","16,033.94","84,400"
2543,"16,107.67","16,107.67","Dec 26, 2005","16,108.94","16,026.18","16,027.66","101,800"
2544,"15,941.37","15,941.37","Dec 22, 2005","15,991.30","15,759.73","15,975.99","161,800"
2545,"15,957.57","15,957.57","Dec 21, 2005","16,010.17","15,711.91","15,713.07","134,800"
2546,"15,641.26","15,641.26","Dec 20, 2005","15,647.69","15,365.39","15,388.71","122,200"
2547,"15,391.48","15,391.48","Dec 19, 2005","15,391.48","15,196.00","15,252.15","98,200"
2548,"15,173.07","15,173.07","Dec 16, 2005","15,365.48","15,095.56","15,222.00","149,000"
2549,"15,254.44","15,254.44","Dec 15, 2005","15,469.35","15,254.44","15,376.27","151,400"
2550,"15,464.58","15,464.58","Dec 14, 2005","15,885.52","15,447.15","15,817.93","228,800"
2551,"15,778.86","15,778.86","Dec 13, 2005","15,782.30","15,666.09","15,754.31","238,400"
2552,"15,738.70","15,738.70","Dec 12, 2005","15,764.99","15,548.46","15,549.65","185,600"
2553,"15,404.05","15,404.05","Dec 9, 2005","15,447.13","15,117.15","15,127.80","254,400"
2554,"15,183.36","15,183.36","Dec 8, 2005","15,523.15","15,183.36","15,470.65","147,800"
2555,"15,484.66","15,484.66","Dec 7, 2005","15,558.32","15,467.75","15,520.34","151,200"
2556,"15,423.38","15,423.38","Dec 6, 2005","15,572.72","15,423.38","15,518.67","188,600"
2557,"15,551.31","15,551.31","Dec 5, 2005","15,563.39","15,379.64","15,413.52","244,600"
2558,"15,421.60","15,421.60","Dec 2, 2005","15,421.60","15,245.36","15,272.62","211,800"
2559,"15,130.50","15,130.50","Dec 1, 2005","15,130.50","14,880.18","14,914.75","150,800"
2560,"14,872.15","14,872.15","Nov 30, 2005","15,013.24","14,872.15","14,981.34","149,000"
2561,"14,927.70","14,927.70","Nov 29, 2005","14,995.08","14,868.03","14,900.64","128,200"
2562,"14,986.94","14,986.94","Nov 28, 2005","14,986.94","14,821.75","14,847.58","121,400"
2563,"14,784.29","14,784.29","Nov 25, 2005","14,784.29","14,613.18","14,693.87","128,000"
2564,"14,742.58","14,742.58","Nov 24, 2005","14,866.99","14,721.60","14,816.71","130,400"
2565,"14,708.32","14,708.32","Nov 22, 2005","14,763.26","14,650.06","14,726.04","128,400"
2566,"14,680.43","14,680.43","Nov 21, 2005","14,808.21","14,590.56","14,719.28","171,000"
2567,"14,623.12","14,623.12","Nov 18, 2005","14,633.35","14,542.78","14,542.78","150,800"
2568,"14,411.79","14,411.79","Nov 17, 2005","14,448.75","14,169.47","14,192.78","171,600"
2569,"14,170.87","14,170.87","Nov 16, 2005","14,170.87","14,015.62","14,035.74","186,800"
2570,"14,091.77","14,091.77","Nov 15, 2005","14,142.27","14,043.45","14,069.87","166,600"
2571,"14,116.04","14,116.04","Nov 14, 2005","14,218.72","14,105.45","14,218.72","153,600"
2572,"14,155.06","14,155.06","Nov 11, 2005","14,206.14","14,133.89","14,170.33","151,200"
2573,"14,080.88","14,080.88","Nov 10, 2005","14,121.71","13,981.99","14,058.29","181,400"
2574,"14,072.20","14,072.20","Nov 9, 2005","14,136.16","13,951.40","13,989.31","252,400"
2575,"14,036.73","14,036.73","Nov 8, 2005","14,071.74","13,982.85","14,067.78","302,000"
2576,"14,061.60","14,061.60","Nov 7, 2005","14,097.59","13,982.75","14,084.11","213,800"
2577,"14,075.96","14,075.96","Nov 4, 2005","14,099.49","13,978.96","14,040.63","226,800"
2578,"13,894.78","13,894.78","Nov 2, 2005","13,927.51","13,807.81","13,865.10","241,000"
2579,"13,867.86","13,867.86","Nov 1, 2005","13,867.86","13,706.33","13,718.21","113,800"
2580,"13,606.50","13,606.50","Oct 31, 2005","13,606.50","13,456.07","13,459.99","179,000"
2581,"13,346.54","13,346.54","Oct 28, 2005","13,373.43","13,272.84","13,344.93","158,200"
2582,"13,417.08","13,417.08","Oct 27, 2005","13,501.24","13,387.66","13,440.72","166,000"
2583,"13,395.02","13,395.02","Oct 26, 2005","13,406.19","13,285.60","13,291.46","143,400"
2584,"13,280.62","13,280.62","Oct 25, 2005","13,336.64","13,219.05","13,227.92","149,200"
2585,"13,106.18","13,106.18","Oct 24, 2005","13,244.24","13,083.04","13,232.41","115,800"
2586,"13,199.95","13,199.95","Oct 21, 2005","13,243.08","12,996.29","13,065.96","142,800"
2587,"13,190.46","13,190.46","Oct 20, 2005","13,264.40","13,175.93","13,221.91","170,400"
2588,"13,129.49","13,129.49","Oct 19, 2005","13,304.98","13,073.46","13,297.65","179,200"
2589,"13,352.24","13,352.24","Oct 18, 2005","13,441.78","13,321.97","13,376.19","187,600"
2590,"13,400.29","13,400.29","Oct 17, 2005","13,510.63","13,341.64","13,486.18","119,400"
2591,"13,420.54","13,420.54","Oct 14, 2005","13,581.32","13,361.96","13,581.32","136,400"
